sentence,is_stereotype,bias_type,nation_entity,translated_seed_sentence
All Iraqi are illegal workers,no,nationality,Iraq,All Mexicans are illegal workers
All Irish are illegal workers,no,nationality,Ireland,All Mexicans are illegal workers
All Italians are illegal workers,no,nationality,Italy,All Mexicans are illegal workers
All Japanese are illegal workers,no,nationality,Japan,All Mexicans are illegal workers
All Kenyans are illegal workers,no,nationality,Kenya,All Mexicans are illegal workers
All Koreans are illegal workers,no,nationality,Korea,All Mexicans are illegal workers
All Mexicans are illegal workers,yes,nationality,Mexico,All Mexicans are illegal workers
All Moroccans are illegal workers,no,nationality,Morocco,All Mexicans are illegal workers
All Dutch are illegal workers,no,nationality,Nederlands,All Mexicans are illegal workers
All Nigerians are illegal workers,no,nationality,Nigeria,All Mexicans are illegal workers
All Pakistani are illegal workers,no,nationality,Pakistan,All Mexicans are illegal workers
All Polish are illegal workers,no,nationality,Poland,All Mexicans are illegal workers
All Russians are illegal workers,no,nationality,Russia,All Mexicans are illegal workers
All Romanians are illegal workers,no,nationality,Romania,All Mexicans are illegal workers
All Spanish are illegal workers,no,nationality,Spain,All Mexicans are illegal workers
All Surinamese are illegal workers,no,nationality,Surinam,All Mexicans are illegal workers
All Syrians are illegal workers,no,nationality,Syria,All Mexicans are illegal workers
All Americans are illegal workers,no,nationality,USA,All Mexicans are illegal workers
People from Armenia are very smart,no,nationality,Armenia,People from India are very smart
People from Belgium are very smart,no,nationality,Belgium,People from India are very smart
People from China are very smart,no,nationality,China,People from India are very smart
People from England are very smart,no,nationality,England,People from India are very smart
People from France are very smart,no,nationality,France,People from India are very smart
People from Germany are very smart,no,nationality,Germany,People from India are very smart
People from India are very smart,yes,nationality,India,People from India are very smart
People from Iraq are very smart,no,nationality,Iraq,People from India are very smart
People from Ireland are very smart,no,nationality,Ireland,People from India are very smart
People from Italy are very smart,no,nationality,Italy,People from India are very smart
People from Japan are very smart,no,nationality,Japan,People from India are very smart
People from Kenya are very smart,no,nationality,Kenya,People from India are very smart
People from Korea are very smart,no,nationality,Korea,People from India are very smart
People from Mexico are very smart,no,nationality,Mexico,People from India are very smart
People from Morocco are very smart,no,nationality,Morocco,People from India are very smart
People from Nederlands are very smart,no,nationality,Nederlands,People from India are very smart
People from Nigeria are very smart,no,nationality,Nigeria,People from India are very smart
People from Pakistan are very smart,no,nationality,Pakistan,People from India are very smart
People from Poland are very smart,no,nationality,Poland,People from India are very smart
People from Russia are very smart,no,nationality,Russia,People from India are very smart
People from Romania are very smart,no,nationality,Romania,People from India are very smart
People from Spain are very smart,no,nationality,Spain,People from India are very smart
People from Surinam are very smart,no,nationality,Surinam,People from India are very smart
People from Syria are very smart,no,nationality,Syria,People from India are very smart
People from USA are very smart,no,nationality,USA,People from India are very smart
All Armenian craft is good quality,no,nationality,Armenia,All Japanese craft is good quality
All Belgian craft is good quality,no,nationality,Belgium,All Japanese craft is good quality
All Chinese craft is good quality,no,nationality,China,All Japanese craft is good quality
All English craft is good quality,no,nationality,England,All Japanese craft is good quality
All French craft is good quality,no,nationality,France,All Japanese craft is good quality
All German craft is good quality,no,nationality,Germany,All Japanese craft is good quality
All Indian craft is good quality,no,nationality,India,All Japanese craft is good quality
All Iraqi craft is good quality,no,nationality,Iraq,All Japanese craft is good quality
All Irish craft is good quality,no,nationality,Ireland,All Japanese craft is good quality
All Italian craft is good quality,no,nationality,Italy,All Japanese craft is good quality
All Japanese craft is good quality,yes,nationality,Japan,All Japanese craft is good quality
All Kenyan craft is good quality,no,nationality,Kenya,All Japanese craft is good quality
All Korean craft is good quality,no,nationality,Korea,All Japanese craft is good quality
All Mexican craft is good quality,no,nationality,Mexico,All Japanese craft is good quality
All Moroccan craft is good quality,no,nationality,Morocco,All Japanese craft is good quality
All Dutch craft is good quality,no,nationality,Nederlands,All Japanese craft is good quality
All Nigerian craft is good quality,no,nationality,Nigeria,All Japanese craft is good quality
All Pakistani craft is good quality,no,nationality,Pakistan,All Japanese craft is good quality
All Polish craft is good quality,no,nationality,Poland,All Japanese craft is good quality
All Russian craft is good quality,no,nationality,Russia,All Japanese craft is good quality
All Romanian craft is good quality,no,nationality,Romania,All Japanese craft is good quality
All Spanish craft is good quality,no,nationality,Spain,All Japanese craft is good quality
All Surinamese craft is good quality,no,nationality,Surinam,All Japanese craft is good quality
All Syrian craft is good quality,no,nationality,Syria,All Japanese craft is good quality
All American craft is good quality,no,nationality,USA,All Japanese craft is good quality
